"i_d","hotel_i_d","description","city_in_trans","image_url_1","image_url_2","image_url_3","image_url_4","image_url_5"
65,"us/residence-inn-new-york-manhattan-times-square","Located 2641 feet from Times Square, Residence Inn by Marriott New York Manhattan/Times Square offers complimentary WiFi and a breakfast buffet to all its guests. Grand Central and Penn Station are less than a km away.

The suites at the Residence Inn Times Square feature a flat-screen TV and kitchens or kitchenettes. Many rooms offer views of the city.

This Residence Inn also features a fitness center, a bar with a pool table and business rooms.

Residence Inn by Marriott Times Square is just 1056 feet from New York Public Library. Radio City Music Hall is 3169 feet away.","","https://cf.bstatic.com/xdata/images/hotel/max200/433360176.jpg?k=4a65ed6d2bffd712ac0cbbed2ec8057f4f41a32050a20ebfe89dc988740ea224&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/433360151.jpg?k=8d77524e2083c0991e75a6e4fad857c346db6b2ecbf904973d40ba9b48055547&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/433360174.jpg?k=ccd3aac2de712269b31f13a870c76229db4350bc1b8b4993265bce4bd0a6ce1e&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/457523689.jpg?k=d977381457f7d0251b7dfab6e0686b230936b9e5ac79a5aae5b07698878afd49&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/433360177.jpg?k=e1625e8eb9a42fbbd50198abd2c4cb887b140b316e6c3fd6265bbf7f78bb6b9a&o=&hp=1"
66,"us/romer-hell-39-s-kitchen","Conveniently located in the center of New York, Romer Hell's Kitchen provides à la carte breakfast and free WiFi. This 4-star hotel offers a fitness center. Private parking is available on site.

Guest rooms at the hotel are equipped with a TV with cable channels and a safety deposit box.

At Romer Hell's Kitchen you'll find a restaurant serving American cuisine. Vegetarian, dairy-free and vegan options can also be requested.

The accommodation can conveniently provide information at the reception to help guests to get around the area.

Popular points of interest near Romer Hell's Kitchen include Broadway Theatre, Carnegie Hall and Radio City Music Hall. LaGuardia Airport is 6.8 miles away.","","https://cf.bstatic.com/xdata/images/hotel/max200/492030917.jpg?k=c1f464007229821686ac6ca17ff2244cd4576f2b37b6345a3445ecaae823d744&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/492030940.jpg?k=f25e85ad5a27d5a4b6b7eca1376c332090db0363d949873f9a6a9934ef2e111c&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/464090155.jpg?k=623600df88d68d197f7af8f63d37207657c2182670b5e5493ac01344b58351cf&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/492030932.jpg?k=df8e903e658c95db7ed835ea9933a4d0cf4dc7a8db984e3b0bd235edd77da544&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/492030945.jpg?k=15fd41fb552ebad851102780a37c3d1dbc9cc151688b13a9ee60a5c70f548dde&o=&hp=1"
67,"us/homewood-suites-midtown-manhattan-times-square-south","Located 805 from Times Square and 1585 feet from the Madison Square Garden, this Midtown Manhattan hotel offers a complimentary hot and cold breakfast buffet daily. Free WiFi access is available throughout the hotel.

Each studio and suite at the Homewood Suites Midtown Manhattan Times Square South features a flat-screen HD cable TV and a fully equipped kitchenette. In addition, each studio and suite also includes a private bathroom with a hairdryer and free luxury toiletries.

Guests at the Midtown Manhattan Homewood Suites hotel will have access to a 24-hour front desk, 24-hour complimentary coffee service, and a mini-market filled with snacks, sundries and beverages. Meeting facilities, luggage storage and dry cleaning are also available.

Dining options are within walking distance from the property, including renowned Times Square restaurants such as world-famous Carmine's and 46th Street's Restaurant Row.

Homewood Suites Midtown Manhattan Times Square South is 0.7 mi from The Empire State Building, Macy's Department Store, Times Square, Central Park and Grand Central Station are less than 1.2 mi away.","","https://cf.bstatic.com/xdata/images/hotel/max200/484863305.jpg?k=b7feed33d9c42ffd48efaf7e1cda3f90b1af494b6d559e5d42ba30fb964074d9&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/484863610.jpg?k=327474084faf10063543f3f5e9a1916ec9218e30634555233a96ae7369f6bd1d&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/484863760.jpg?k=f82f889dc915ef061f3d6e3c287f8c592d41bdb0b2b6c468c90ebe77f470af64&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/484863512.jpg?k=d262c193020dd6cadb9d55a8c1ac857f8ca723f110254c579c25ea22a445e2f8&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/484863703.jpg?k=f2934bf3e692c1caf96365eb0f54a6a65a15a5ad99782331231bb4df2ad8349f&o=&hp=1"
68,"us/hyatt-place-new-york-city-times-square","Hyatt Place New York City/Times Square features air-conditioned rooms with satellite flat-screen TV in the Hell's Kitchen district of New York City. Among the facilities of this property are a restaurant, a 24-hour front desk and a shared lounge, along with free WiFi throughout the property. The hotel has newspapers and an ATM machine that guests can use.

At the hotel, all rooms are equipped with a wardrobe. The private bathroom is equipped with a shower, a hairdryer and free toiletries. The units will provide guests with a fridge.

Guests at Hyatt Place New York City/Times Square can enjoy a continental breakfast.

A business center and vending machines with drinks and snacks are available on site at the accommodations.

Popular points of interest near Hyatt Place New York City/Times Square include Macy's, Times Square and Bryant Park. The nearest airport is Laguardia Airport.","","https://cf.bstatic.com/xdata/images/hotel/max200/535073142.jpg?k=b62b5ba690eed5296f4e4249f65ed2589cd92fbe06d1457f4e46e1af1e6ac006&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/535073125.jpg?k=9c55c47efc7d4bfeaf0f85de9cb5580af168f05d1a5542a79ae667afc07c5065&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/535073133.jpg?k=f6387aad4884b4c47a67899d32ce28aa41999f23416254576f434c89a576515a&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/535073127.jpg?k=83c6470d8699bc2f549d5f181dbc1fc3ad8b6754769d551bb15711edbd66a1ae&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/535073128.jpg?k=7c6d3c7d53bbb87171936efc28cd87d002e1dcf236765c78c53db52b0cf5fc8e&o=&hp=1"
69,"us/sheraton-new-york-towers","Featuring an extensive health center and a ticket service for popular New York shows, Sheraton New York Times Square Hotel is 180 feet from the 7th Avenue subway station.

A window and a large desk with ergonomic chair provide a comfortable work area.

Hudson Market offers a breakfast buffet and Starbucks coffee each morning. Hudson Market Burger opens each evening, serving prime Angus burgers, sodas and milkshakes.

Guests of the Sheraton New York Times Square Hotel have access to personalized dining and workout programs through the on-site fitness center. A computer center with free Wi-Fi is in the lobby and the 24-hour FedEx Office Print & Ship Center provides fax, copy and printing services.

The Sheraton New York Times Square Hotel is 2297 feet from Rockefeller Center and 1476 feet from Times Square.","","https://cf.bstatic.com/xdata/images/hotel/max200/430226615.jpg?k=08b34be770e5490fa59cb76cdec19edf6a65fd9a36e4544c091e0996fe6d3fac&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/430226673.jpg?k=7980b462a4a20b8c027c7befcf6a138108ff94a6fae1572a5a69acee2d4e6484&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/430226660.jpg?k=67d9e88d48a9c14701e16ce2f475ca179d7cb3320e5cc9ed97e1285ef68cdd88&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/426596213.jpg?k=5d6b4240e554b0f3de1ef65b65c6f937b90db4b945cf6cf773a59d1fe2f40191&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/426596216.jpg?k=564f5a26a496482d80545be35b632749efe2e3b47c94c80d462af4caf3dca468&o=&hp=1"
70,"us/hilton-garden-inn-new-york-times-square","Hilton Garden Inn New York Times Square North offers accommodations in New York. The hotel has a terrace and fitness center, and guests can enjoy a meal at the restaurant.

Hilton Garden Inn New York Times Square North offers free WiFi and over 600 square feet of meeting space for small events. All guest rooms in the hotels are smoke free. You will find a 24-hour front desk at the property.

The on-site restaurant is open for breakfast, lunch and dinner.

Guests can walk to a Broadway show, tour the Empire State Building or visit Rockefeller Center, Top of the Rock, Carnegie Hall and Grand Central Station. The nearest airport is La Guardia Airport, 5.6 mi from the property.","","https://cf.bstatic.com/xdata/images/hotel/max200/484656856.jpg?k=ab7f33849f3325cbe6c0d29443d827eae0ebab3ae4931bbcc63040f93635185a&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/484656855.jpg?k=35d52496c6ad19b61a91897dc870d61a86821b8721fa28888b3babeeb156a7c7&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/484656843.jpg?k=ab40d9aea60543438baf6d484ec53a5f4b1de56e0578d7b7df51cc4e02eee8d6&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/484656890.jpg?k=e2042a2ec4a115be57e6380abc5b6e290aa353b0af0de12255a36ddac3fec61e&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/484656870.jpg?k=6bfce6aec893377aae046eb93f44cca2bb0cadcfe28e6fa7beca4cfb470dcdff&o=&hp=1"
71,"us/tempo-by-hilton-new-york-times-square","Tempo By Hilton New York Times Square has a fitness center, shared lounge, a terrace and restaurant in New York. This 4-star hotel features free WiFi and a bar. The property is a 6-minute walk from Radio City Music Hall, and within a few steps of the city center.

Speaking Bengali, Mandarin, English and Spanish at the reception, staff are always on hand to help.

Popular points of interest near the hotel include Broadway Theatre, Times Square and Carnegie Hall. LaGuardia Airport is 7.5 miles from the property.","","https://cf.bstatic.com/xdata/images/hotel/max200/488244482.jpg?k=a056faa876986d1ae33818f06975e650194a86c13fc2abc8716c34ef6bea6d0b&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/553060506.jpg?k=d67f11e22b8b694e26ad6ebddb14cf32e81f1b9938a62f44ae90c825f0b9f3ab&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/490860388.jpg?k=be38c7c8272bb12eafea49f3152ee6f024232129d6fb81674f8f445ba88a04ee&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/521653050.jpg?k=7885cec14cefd676e245ceb86faf6effc8006a93c4064426c515618c74d3c0a7&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/490860368.jpg?k=7a675e175011a3eab01a5a0ae2f3f6b29d81795b433c69ea3cd98ea1b55f7177&o=&hp=1"
72,"us/fairfield-inn-suites-by-marriott-new-york-manhattan-times-square-36th-st","Attractively located in the Hell's Kitchen district of New York, Fairfield Inn & Suites by Marriott New York Manhattan/Times Square South is located a 7-minute walk from Madison Square Garden, 0.7 miles from Times Square and a 14-minute walk from Bryant Park. Featuring a bar, the 4-star hotel has air-conditioned rooms with free WiFi, each with a private bathroom. The property is a 8-minute walk from Macy's, and within 0.6 miles of the city center.

At the hotel, rooms contain a desk. The rooms in Fairfield Inn & Suites by Marriott New York Manhattan/Times Square South are equipped with a flat-screen TV and free toiletries.

A buffet, continental or American breakfast is served at the property.

The accommodation also provides a business center and guests can use the on-site ATM machine at Fairfield Inn & Suites by Marriott New York Manhattan/Times Square South. The reception at the hotel can provide tips on the area.

Popular points of interest near Fairfield Inn & Suites by Marriott New York Manhattan/Times Square South include Penn Station, Jacob K. Javits Convention Center and Empire State Building. LaGuardia Airport is 7.5 miles from the property.","","https://cf.bstatic.com/xdata/images/hotel/max200/461629300.jpg?k=e9ff14ac9f2424a8de2b90bb99f073ebf04387099430181f67bac5d7b7d4ea4c&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/500159839.jpg?k=99eb3d53e4c5d76f7e64b1ed407caf77540ea15ab3e15846caa1b5785e9d19d7&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/461629316.jpg?k=d342be6a70241fe332d0f828655e347faf982a4b4728bfe9bce0bca09e87466e&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/500159889.jpg?k=e2af875e659795d5036151316828bafe9f4f77c4bf16d80fca62fae2ddf73771&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/461629310.jpg?k=eb70ac0c740d9fb3451c4f413c3f60e7f4ec259bce3ef0d1b1f837ee0e0ac689&o=&hp=1"
73,"us/park-central","Park Central Hotel offers the convenience of being steps from Central Park. For exercise enthusiasts, the property offers 24-hour onsite fitness center.

Park Central Hotel offers rooms and suites that are equipped with 46-inch flat-screen TVs, desks and in-room safes. Guests can also request for a complimentary coffee maker.

Meeting and event space, a concierge desk, business center and unlimited domestic calling are some of the other amenities offered for guests’ convenience.

Guests at the Park Central can enjoy a meal at Redeye Grill that serves various cuisines or relax with a drink at the Park Lounge. Central Market, a fine foods “grab-and-go” market, offers guests bites from artisanal New York vendors.

Carnegie Hall and the Museum of Modern Art are located within a 5 minute walk of Park Central. Guests can catch a Broadway show at one of the theaters located within 0.6 mi of the property.","","https://cf.bstatic.com/xdata/images/hotel/max200/19082406.jpg?k=17006a7c87dc25893e47ceec1ea1abe180ddead15f7ef8cc3fc261a253da1044&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/320821033.jpg?k=9059113ffb901444051eeb16a91e8acb104bb49410d195d55ed0ccf1aaf8e296&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/503397959.jpg?k=0743d91f911885bc6c9b90a65821b75c5e75646919dfd2341103b877e719132e&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/589897495.jpg?k=65fb2cb1b1224d5ec0fd8146aa3c0c9d428ad1c8c3afc637cadee82a0e5988de&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/52678776.jpg?k=bb0420e531664dd3d0c7a4f150e444dc471dacc2f3e321a26165e26a79f8117f&o=&hp=1"
74,"us/thompson-centralpark","A New York Classic, Remastered.

The property offers a combination of suites and rooms with varying views and low floor options. Designed to accommodate work and play, our rooms have been upgraded with refined finishes — warm woods, sleek marble, jewel-toned pops — and unexpected touches, like sculptural ombré lighting, ribbed wall detailing and an inventive geometric étagére. And starting in early 2022, our guests can also expect an elevated New York experience from our Upper Stories collection of rooms and suites perched on our topmost guest floors.

Thompson Central Park New York is within 1640 feet of Carnegie Hall, the Museum of Modern Art, Central Park entrance and Radio City Music Hall.

Just off the lobby, you’ll find Chef Manish Mehrotra’s signature restaurant, the inventive Indian Accent, which has consistently ranked high in Zagat, Time Out and Eater. And for a quick bite, our incognito Burger Joint outpost has long been a beloved best-kept secret.","","https://cf.bstatic.com/xdata/images/hotel/max200/483618940.jpg?k=0a54b197ac934495548699dee4d5fc9ca1f7d68096b6aae93d0f83993bb20fa1&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/339884397.jpg?k=2ed99ece8dfe124b32f6c0128b652b8fcacbc5b2a136f989b19ba2e0f278cb69&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/558206815.jpg?k=30fcf9642ea805d2cc57c7a2fa13f9d2997f1c0ac4bb1ca3661ca2b66cb8b8b5&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/558206836.jpg?k=e05d13dcfdf4b5a61bbef4810cd99c95678d86c2d306446887ecb06e69ff1e61&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/339884281.jpg?k=dfc84b3c79b36c0c9e2dcd3aa93dbb6d27077eb2d2657fe16d69e6c5cf28e6d5&o=&hp=1"
75,"us/shoreham","This hotel is located on 55th Street between 5th and 6th Avenue, in midtown Manhattan, 1640 feet from Central Park. The property features an on-site restaurant, Aqua 55.

The guest rooms at the Shoreham include a flat-screen TV, a pillow-top mattress with 250 thread-count linen.

Shoreham Hotel features a fitness center and a 24-hour business center. Guests can enjoy the hotel's bar. The staff is also available 24 hours for transport arrangements, theater tickets and more.

Carnegie Hall and Rockefeller Center are 2133 feet from the property.","","https://cf.bstatic.com/xdata/images/hotel/max200/228177186.jpg?k=34a96fbc3d4ad283c3344d31c9dc8139ea0d7251f9567d0558c7b3eec7aa29f9&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/103397180.jpg?k=1fc02c464f7a9aed6115492775ebbfad0404d6a1bcd2bbc4b35eaae9829d74fd&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/46393891.jpg?k=af05d38fe7796e49c97c057ea3db36d1a0efd4720a88b406145a45be174502d9&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/104810529.jpg?k=0b844afa3be2bfb125d75a601db97b8e117200108b1b1993308cdbee6636f3a6&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/103397229.jpg?k=5939bd978fe27c67f956807bbd4b0d23a6b70300b595970e5cb2ba55a39fb98e&o=&hp=1"
76,"us/westhouse-new-york","In Midtown Manhattan, this hotel is an 8-minute walk from Times Square and a 3-minute walk from Central Park. The hotel features multiple luxury amenities, including a lounge bar with premium alcoholic and non alcoholic beverages, continental breakfast, and Wi-Fi access.

Featuring luxury bedding, each room at the WestHouse Hotel New York includes a flat-screen cable TV, a tablet and a desk. Free premium toiletries, a hairdryer, and a professional hair styling tool can be found in the private bathroom.

Guests staying at the WestHouse Hotel New York can enjoy additional luxury amenities including a 24-hour front desk area, 24-hour business center services, concierge services, digital newspapers and magazines, and bottled water.

The Terrace is private to hotel guests and features two spacious lounge areas with views of Manhattan and the Hudson River.","","https://cf.bstatic.com/xdata/images/hotel/max200/99760688.jpg?k=c032cc0dbf582aaf8f8997817453dbc466590de897f60ec47f2b14a950009031&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/129499502.jpg?k=353bf2fca04bee144d0ed47a5e12d8ff5549b2ce9433a2a768265b56ce8d54cb&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/104780338.jpg?k=e147b01a7f1527a20a934b166ee7205126696e5a5dc36a144b3b9da34473c89c&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/104780319.jpg?k=8f05d69918dd65f7c17eaaa8fc895681fe735b5096fcf8ed0d26f3e75f672adc&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/104780300.jpg?k=14877a26b3250f5a57ef4f96f434b5dee1b9796d743951954ccd6abb43920bc2&o=&hp=1"
77,"us/the-quin","The Quin Central Park by Hilton Club is located in Midtown within walking distance of Manhattan’s Central Park and just 164 feet from the West 57th Street Subway station. Only 4 blocks to MOMA – The Museum of Modern Art. Broadway and Radio City Music Hall, Rockefeller Center, Times Square and many of New York City's most famous attractions are also easily accessible.

Offering completely nonsmoking accommodations, the Quin has free WiFi and in-room amenities such as a flat-screen cable TV, workstation, Nespresso® coffeemaker, mini fridge. Conveniences include luggage storage built in bed and drawer safe in closet. Specific rooms also offer 6th Avenue and city views.

Private bathrooms feature marble vanities with lighted make-up mirror, glass-enclosed rain shower and complimentary Crabtree & Evelyn toiletries.

Guests can take advantage of the fitness center as well as the business center where you can print, fax, and more on site.","","https://cf.bstatic.com/xdata/images/hotel/max200/485683600.jpg?k=e16a5a54bcb236ce4d48aaa375d90165f24da7b51b96fbffa0d1af2ca4993764&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/485683714.jpg?k=020c9effd401923b45b840bf952354dafc94f859ffd76488409d8b61ed44ebf0&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/485683634.jpg?k=0f8bb85ff591a2a17f6b86e3e6e4a350c4306372bb647d89012cee398ae49199&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/531967739.jpg?k=121c63fda1cb22f9ef0ab03c83a98a2a9a3962aaf33923e498ea4e0fc06d94be&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/485683671.jpg?k=338241a96ac9b9e89d103f7c23092ad1058bd80ce847a37391761f05ee2817f1&o=&hp=1"
78,"us/west-side-ymca"," Located 164 feet away from Central Park, this hostel is located on Manhattan’s Upper West Side, just 5 minutes’ walk from Columbus Circle. WiFi access is provided free of charge to guests.

A desk, a TV and air conditioning are provided in each room at West Side YMCA.  Linens and towels are included as well. All rooms have access to a shared bathroom down the hall.

A 24-hour front desk welcomes guests to West Side YMCA. The property features a 65000 square-feet fitness center that comes with a  sauna, steam room, weight-lifting and cardiovascular equipment  and 2 indoor swimming pools. There are several free weekly group exercise classes for guests as well. These classes are subject to availability.

Lincoln Center is just 984 feet from the hostel, while Carnegie Hall is 2297 feet away. The American Museum of Natural History is 15 minutes’ walk away.","","https://cf.bstatic.com/xdata/images/hotel/max200/204079362.jpg?k=ad3e3b9e935728478fd7d2c0c871198135bb522158b35ed9f23cb312a067110d&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/204079792.jpg?k=e0511fce2c91ee4452dcd564ff3e42065d8e98a553e32803568fa50731c76df0&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/204078617.jpg?k=c64d5b46645cc690f61db30af40db9fea01b3a5468b57bf33d18ad0d3c940c97&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/33309667.jpg?k=8977f9240a6ace04e78ef05868326248df86954f71265722932afbf741ee53b6&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/204079375.jpg?k=e4e5a8236b0ad6767a8678f3241e53f50a3a3ee4efb2b32372b021921a7d14cd&o=&hp=1"
79,"us/mandarin-oriental","Located in Columbus Circle’s Deutsche Bank Center, this hotel is a 2-minute walk from Central Park. It features a 75-foot indoor pool and offers rooms and suites with panoramic views of Central Park, Manhattan skyline and Hudson River.

Every room at Mandarin Oriental, New York features floor-to-ceiling windows. Guests can enjoy the 55-inch flat-screen TV. A mini-bar is included and a chocolate and bottle of water are provided each day.

Mandarin Oriental, New York offers a full-service spa with a sauna and massage rooms. The hotel also provides an extensive on-site fitness center. New York City tourist information and ticket services are also available through the Concierge.

MO Lounge, located on site, serves contemporary American cuisine and well-crafted cocktails and has wall-to-wall views of Central Park and the Manhattan Skyline.

This hotel is within a 10-minute walk of shopping on Fifth Avenue and 1148 feet from the Museum of Art and Design. The Museum of Modern Art is 0.7 mi away.","","https://cf.bstatic.com/xdata/images/hotel/max200/599569921.jpg?k=63db9d0d77d71825956c9272840841017fc9e7513174c9e95d9917410c03fef4&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/557537572.jpg?k=bc669346b52c6a67f209247521f26e49a142f34aac80e5c7de66fa9d2e60b43d&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/557564606.jpg?k=c7a803d1ab65b6f94581c9d0608a93ee7d25a96f0f2c761784955b797295ebaf&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/557535642.jpg?k=8277d418a12b6deb7411b634119883c5204dc71aa03c49551b2a43602e9a5a65&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/557564757.jpg?k=c467763d0e19c5e2874df9698ec7364ad7408e6de222192b554fb407b89724bc&o=&hp=1"
